image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
PXL_20260519_151332564.jpg,PXL_20260519_151340051.jpg,2343,1496,2343,22,8,0.36363636363636365,134.97743075486488,51.68961566451699,0.12090841258376823,8.664314892596234e-14,0.9672673006693933,"[[-8.631129080106387e-07, -5.422872740505683e-07, 0.0013741596329081285], [2.272803918130471e-06, 1.4029528660549943e-06, -0.003819553951756365], [-0.0006313558895533128, -0.000397321117975545, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151340541.jpg,2343,1462,2343,20,8,0.4,240.85359955324756,53.2913168422577,0.019247566505987555,2.6993163489908205e-13,0.1539805320456678,"[[2.1455414993835445e-06, -3.9852044915436353e-07, -0.0007158011924783747], [3.8564352629098614e-07, 1.5759605760945548e-07, -5.592088602074686e-05], [-0.0026178147179842077, 0.0008853261193324672, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151341198.jpg,2343,1457,2343,20,9,0.45,57.341860290881485,8.908790554173816,0.06458598722247848,1.087186041815988e-12,0.5627903199249582,"[[8.958144914536335e-07, 4.165379243078297e-07, -0.0009680704772188198], [2.092448901556206e-07, 1.5218148230617666e-06, -0.0008336268885077301], [-0.0006720203088112871, -0.0009544443518519757, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151341611.jpg,2343,1428,2343,18,8,0.4444444444444444,83.04610390195077,30.163789256391674,0.05020368466934389,2.740246647572594e-13,0.4016294773523693,"[[1.538371011591714e-06, -1.0185390814230596e-06, -0.0008129618995773683], [2.1285594755114003e-06, -1.495946295950592e-06, -0.0011944965650018458], [-0.0018331162932171809, 0.0012526013634276169, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151342144.jpg,2343,1477,2343,30,10,0.3333333333333333,71.68322986245124,63.002912278575835,0.018596481612323384,7.356030039691169e-13,0.13405711472170795,"[[9.362882262901971e-07, -6.888965158797189e-07, -0.0004961633840058883], [2.015000329984493e-06, -2.673157231377328e-07, -0.0017964837754378647], [-0.0013630674193331218, 0.0005398135002751927, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151342694.jpg,2343,1156,2343,29,9,0.3103448275862069,70.76609120590282,43.80865563133809,0.051601690725814275,7.658542012729044e-13,0.43297134800455833,"[[1.7358927758582252e-07, 8.701274000161675e-07, -0.0007524414968526496], [1.2680775419883936e-07, 1.2037792261358025e-06, -0.0009056218948044118], [-0.00022417940651327033, -0.0011688355660737079, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151343308.jpg,2343,1141,2343,23,10,0.43478260869565216,74.42625021033656,54.149033865262304,0.03081490694042663,1.0613836487349318e-12,0.19326923231140922,"[[8.587728325948863e-07, -1.1860564130985855e-06, -0.0001704963344045613], [3.162739665300458e-06, -2.3275373977897386e-06, -0.0023117498218942355], [-0.0018131109610705406, 0.0017284786698663816, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151343810.jpg,2343,1157,2343,28,9,0.32142857142857145,74.49444780788845,15.579041182591844,0.14933930960464606,1.0574933692273704e-12,0.7511836730545133,"[[1.3024876710204557e-06, -6.059361721487369e-07, -0.0007529459711749726], [5.993635387826419e-07, 7.887403112107586e-07, -0.0009174808080275612], [-0.0012005484774507615, -1.3571729798358618e-05, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151344466.jpg,2343,1389,2343,16,8,0.5,59.336976808548116,0.0845165741078465,0.0007739983009572312,1.2371978701548374e-12,0.00619198639628301,"[[-1.7176464686035324e-07, 6.392523215713875e-07, -0.0002313612392491625], [-1.295143554360943e-06, 4.749238565540276e-06, -0.0017112522539145703], [0.0007437323187009504, -0.002764132788781398, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151345230.jpg,2343,1157,2343,21,8,0.38095238095238093,80.22932078721007,24.374384246840922,0.11627659490705594,1.1276403505594324e-12,0.9302127592394518,"[[5.0408102112754e-07, 1.8148843386978023e-07, -0.0007181444887900556], [6.881233681326772e-07, 2.0154518340482396e-07, -0.0009468310546701691], [-0.0007442494640451843, -0.00018481226442411302, 1.0]]"
